"ID"	"Description"	"pvalue"	"p.adjust"	"NES"	"enrichmentScore"	"setSize"	"core_enrichment"
"R-MMU-141444"	"Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal"	1.07627307252481e-08	1.53417834338082e-06	-2.26677912593119	-0.555792911245741	87	"Cenpq, Nde1, Taok1, Nup37, Cenpe, Bub1b, Ndel1, Ppp2r1a, Sgo1, Ppp1cc, Cenpp, Cenpk, Ppp2cb, Ska1, Clasp1, Nup160, Mis12, Dync1li1, Sec13, Aurkb, Nup85, Spdl1, Rcc2, Sgo2a, Seh1l, Incenp, Bub3, Ppp2r1b, Spc25, Bub1, Itgb3bp, Ppp2r5c, Ranbp2, Ska2, Mapre1, Cdca8, Ppp2r5a, Cenpa, Xpo1, Ndc80, Cenpi, Zw10, Cenpo, Zwilch, Nup107, Mad2l1, Cdc20, Cenpu, Ercc6l, Nuf2, Nup43, Cenpc1, Kif18a, Cenpn, Cenpf"
"R-MMU-2172127"	"DAP12 interactions"	2.75692316997377e-08	3.32527348501452e-06	2.47515695900311	0.699726627554577	37	"Cd300e, Lcp2, Klrc1, Clec5a, Klrd1, Tyrobp, Grap2, Gm5150, Btk, Syk, Lat, Vav3"
"R-MMU-6805567"	"Keratinization"	2.73933529946744e-08	3.32527348501452e-06	-2.0929991485294	-0.475147916392345	132	"Klk13, Dsc1, Stfa3, Krt20, Krt80, Krt34, Krt23, Jup, Ppl, Perp, Krt16, Dsc3, Krt2, Spink5, Krt79, Krt86, Krt15, Cdsn, Dsg1a, Pkp1, Krt14, Dsp, Krt5, Krt1, Krt77, Krt10"
"R-MMU-5663220"	"RHO GTPases Activate Formins"	6.89333743693039e-08	6.75547068819178e-06	-2.09955412511748	-0.479831775334792	126	"Src, Cenpq, Nde1, Taok1, Nup37, Daam1, Cenpe, Bub1b, Ndel1, Ppp2r1a, Rhoa, Tuba1c, Sgo1, Ppp1cc, Cenpp, Cenpk, Pfn2, Ppp2cb, Ska1, Clasp1, Nup160, Mis12, Dync1li1, Sec13, Aurkb, Nup85, Diaph3, Spdl1, Rcc2, Sgo2a, Seh1l, Incenp, Bub3, Ppp2r1b, Spc25, Bub1, Itgb3bp, Ppp2r5c, Ranbp2, Ska2, Tubb6, Tubb2b, Mapre1, Tubb4b, Cdca8, Tuba3b, Tuba4a, Ppp2r5a, Cenpa, Xpo1, Ndc80, Cenpi, Zw10, Cenpo, Zwilch, Nup107, Tubb4a, Scai, Mad2l1, Cdc20, Cenpu, Ercc6l, Tuba8, Nuf2, Nup43, Cenpc1, Kif18a, Cenpn, Cenpf"
"R-MMU-68886"	"M Phase"	6.60535793280626e-08	6.75547068819178e-06	-1.79629416193764	-0.354866009579447	362	"Cep192, Nde1, Pds5b, Csnk1d, Mapk1, Taok1, Nup37, Gorasp2, Psma6, Psmb7, Nup93, Rab1a, Psmd8, Anapc16, Cenpe, Bub1b, Ndel1, Ppp2r1a, Psmd9, Ncaph2, Tubb5, Vrk1, Cep63, Tuba1c, Smc2, Anapc7, Haus4, Ncapg2, Ube2s, Anapc4, Prkar2b, Sgo1, Ppp1cc, Psme3, Spast, Cenpp, Chmp7, Alms1, Rcc1, Cenpk, H2ax, Ppp2cb, Ska1, Psma1, Lbr, Clasp1, Nup160, Mis12, Pcnt, H4f16, Dync1li1, Anapc5, Sec13, Cep290, Ndc1, Psmd10, Psmd7, Aurkb, Cdc27, Nup85, Spdl1, Rcc2, Sgo2a, Seh1l, Cdk1, Kpnb1, Incenp, Cdca5, Nup155, Psma4, Wapl, Psmd13, Anapc1, Rab2a, Bub3, Ppp2r1b, Psmc6, Cep78, Ppp2r2a, H2ab3, H2az1, Spc25, Bub1, Ncaph, Rae1, Cnep1r1, Nup50, Itgb3bp, Smc1a, Plk4, Ppp2r5c, Csnk1e, Ranbp2, Ska2, Tubb6, Tubb2b, Mapre1, Tubgcp6, Tubb4b, Cdca8, Psmc4, Psme4, Lmnb1, Ankle2, Cep57, Tuba3b, Tuba4a, Ppp2r5a, Mcph1, Cenpa, Blzf1, Ccnb2, Xpo1, Ndc80, Cenpi, Haus1, Nup88, Ncapg, Zw10, Psmd14, Ccnb1, Psma3, Psmd1, Lpin1, Cenpo, Prkca, Cdc16, Zwilch, Cdc26, Cep135, Nup107, Tubb4a, Haus6, Haus2, Nupl2, Mad2l1, Ncapd3, Kif23, Psmd12, Nedd1, Ofd1, Cdc20, Cenpu, Ccp110, Psmd6, Nek2, Ercc6l, Tuba8, Kif20a, Nuf2, Tubgcp5, Nup43, Cenpc1, Kif18a, Cenpn, Cenpf, Mastl"
"R-MMU-8953854"	"Metabolism of RNA"	6.38348125687663e-08	6.75547068819178e-06	-1.70890614535317	-0.330156355789521	495	"Nudt21, Hnrnpul1, Hnrnpa2b1, Prcc, Tex10, Ltv1, Ttc37, Hnrnpd, Ppwd1, Polr2f, Txnl4a, Rps20, Snrpf, Cnot1, Csnk1d, Rpl7, Riok3, Rpl19, Lsm5, Pan2, Fip1l1, Mettl3, Nup37, Dhx38, Ddx6, Cnot9, Psma6, Gspt1, Psmb7, Clp1, Nup93, Dhx9, Rpp30, Tnpo1, Psmd8, Snupn, U2surp, Rpl10l, Sart1, Cwc22, Gpkow, Fyttd1, Rpl4, Eif4a1, Rps6, Ppp2r1a, Psmd9, Utp18, Riok1, Prpf40a, Nip7, Exosc7, Polr2g, Wdr33, Imp3, U2af1, Wdr43, Rpl6, Wdr36, Smn1, Zfp473, Rngtt, Upf3b, Psme3, Exosc9, Wdr75, Prpf8, Ncl, Usp39, Imp4, Cnot2, Upf2, Eftud2, Prpf31, Wbp11, Nol11, Psma1, Rbm22, Ftsj3, Nup160, Prpf19, Rnmt, Hnrnpr, Snrnp35, Smg9, Utp6, Sec13, Gtf2f1, Ndc1, Alyref, Psmd10, Psmd7, Prpf6, Hnrnpk, Srsf3, Utp11, Nup85, Snrnp40, Seh1l, Pnrc2, Sympk, Cnot10, C1d, Ncbp1, Snrpa1, Eif4e, Nup155, Phf5a, Snrpd3, Anp32a, Psma4, Rpp40, Psmd13, Ddx20, Wdr61, Fus, Gtf2h2, Ccnh, Cdk7, Pno1, Psmc6, Gtf2f2, Sf3b6, Ppp2r2a, Ddx42, Nob1, Hbs1l, Sf3b3, Hnrnpf, Rae1, Rpp14, Hnrnph1, Thoc3, Slu7, Edc3, Fbl, Nup50, Rpp25, Csnk1e, Srsf2, Wdr18, Srsf1, Snw1, Ranbp2, Smg6, Ddx39a, Eri1, Rcl1, Nxf7, Nop58, Psmc4, Utp14a, Ppil4, Psme4, Gtf2h4, Cnot7, Sf3a3, Polr2h, Pcf11, Xpo1, Ddx21, Nup88, Mapkapk2, Psmd14, Ddx49, Lsm1, Utp15, Psma3, Psmd1, Prkca, Plrg1, Etf1, Polr2d, Ddx52, Casc3, Ddx46, Nup107, Cstf1, Smg1, Papola, Nupl2, Rbmx, Pan3, Exosc2, Mettl14, Bms1, Pdcd11, Polr2c, Utp25, Pqbp1, Gemin6, Ctnnbl1, Mphosph6, Polr2b, Gemin2, Wdr3, Psmd12, Cwc25, Dis3, Wdr12, Riok2, Parn, Wdr46, Magoh, Psmd6, Nup43, Cdc40, Exosc8, Thoc1, Gemin8"
"R-MMU-389948"	"PD-1 signaling"	1.96159995262672e-07	1.80928748571688e-05	2.3452045000398	0.877328596981575	12	"Cd3d, Pdcd1, Cd3g, Cd3e, H2-Eb2, Cd274, Pdcd1lg2, Cd247, Ptpn6"
"R-MMU-2467813"	"Separation of Sister Chromatids"	3.13399585129105e-07	2.73005860823576e-05	-1.98858992006005	-0.431456786446802	177	"Nde1, Pds5b, Taok1, Nup37, Psma6, Psmb7, Psmd8, Anapc16, Cenpe, Bub1b, Ndel1, Ppp2r1a, Psmd9, Tuba1c, Anapc7, Ube2s, Anapc4, Sgo1, Ppp1cc, Psme3, Cenpp, Cenpk, Ppp2cb, Ska1, Psma1, Clasp1, Nup160, Mis12, Dync1li1, Anapc5, Sec13, Psmd10, Psmd7, Aurkb, Cdc27, Nup85, Spdl1, Rcc2, Sgo2a, Seh1l, Incenp, Cdca5, Psma4, Wapl, Psmd13, Anapc1, Bub3, Ppp2r1b, Psmc6, Spc25, Bub1, Itgb3bp, Smc1a, Ppp2r5c, Ranbp2, Ska2, Tubb6, Tubb2b, Mapre1, Tubb4b, Cdca8, Psmc4, Psme4, Tuba3b, Tuba4a, Ppp2r5a, Cenpa, Xpo1, Ndc80, Cenpi, Zw10, Psmd14, Psma3, Psmd1, Cenpo, Cdc16, Zwilch, Cdc26, Nup107, Tubb4a, Mad2l1, Psmd12, Cdc20, Cenpu, Psmd6, Ercc6l, Tuba8, Nuf2, Nup43, Cenpc1, Kif18a, Cenpn, Cenpf"
"R-MMU-69620"	"Cell Cycle Checkpoints"	3.43110961545193e-07	2.83156835633086e-05	-1.84389079350418	-0.379124384800979	264	"Taok1, Rfc2, Nup37, Psma6, Psmb7, Psmd8, Anapc16, Cenpe, Bub1b, Cdk2, Ndel1, Ppp2r1a, Psmd9, Mcm10, Rbbp8, Anapc7, Ube2s, Ccne1, Anapc4, Cdkn1a, Sgo1, Ppp1cc, Psme3, Ube2n, Cenpp, Orc3, Rfc3, Cenpk, H2ax, Dna2, Ppp2cb, Ska1, Psma1, Clasp1, Nup160, Mis12, Mcm8, Wrn, H4f16, Mcm2, Dync1li1, Anapc5, Sec13, Psmd10, Cdc25a, Psmd7, Aurkb, Cdc27, Nup85, Spdl1, Topbp1, Gtse1, Rcc2, Sgo2a, Seh1l, Cdk1, Exo1, Incenp, Mdm4, Orc2, Psma4, Psmd13, Anapc1, Hus1, Bub3, Ppp2r1b, Psmc6, Spc25, Bub1, Mcm4, Itgb3bp, Ppp2r5c, Mdm2, Ranbp2, Rfc4, Ska2, Cdc6, Mapre1, Rmi1, Cdca8, Blm, Psmc4, Psme4, Ppp2r5a, Clspn, Cenpa, Ccnb2, Orc1, Xpo1, Chek1, Ndc80, Cenpi, Mre11a, Zw10, Psmd14, Mcm3, Ccnb1, Psma3, Psmd1, Wee1, Cenpo, Cdc16, Zwilch, Cdc26, Phf20, Nup107, Cdc7, Rad17, Orc4, Mad2l1, Dbf4, Rad1, Psmd12, Cdc20, Cenpu, Psmd6, Ercc6l, Cdc45, Nuf2, Nup43, Cdc25c, Chek2, Cenpc1, Kif18a, Cenpn, Cenpf"
"R-MMU-202433"	"Generation of second messenger molecules"	5.26684685981203e-07	4.12920793809263e-05	2.42723211980762	0.803544010418765	18	"Lcp2, Cd3d, Cd3g, Fyb, Cd3e, H2-Eb2, Cd247, Grap2, Lat, Itk, Pak3, Plcg2, Pak2, Zap70, Cd4"
"R-MMU-500792"	"GPCR ligand binding"	6.67480684194312e-07	4.98385577531753e-05	1.7115631010912	0.338208549084336	375	"Ccl3, Hrh2, Ccl7, Ccl4, Gng13, Ccr5, Pth2, Gpr17, Cxcl9, Cxcr6, Ccl5, Cx3cl1, Adm2, Ccl12, Xcl1, Bdkrb2, Fpr1, Calca, Gpr31b, Npy, Pth2r, Ffar2, Hcar1, Plppr1, Adgre1, Cxcr2, Ccr3, Hcar2, Xk, Gngt2, Taar9, Rxfp3, Prokr2, Ccrl2, Edn3, Opn4, Npy5r, Ccl1, Gpr65, Rxfp2, Drd3, Prlh, Cxcl3, Grp, Mc5r, Grm1, S1pr4, Cxcl16, Gipr, Tas2r107, C3ar1, Gng3, Gng4, Pomc, Adrb2, Taar5, Htr2b, Tas1r3, Sct, Lpar3, Crhr2, Htr6, Qrfpr, Cxcl10, Grm6, P2ry6, Cysltr1, P2ry12, Npbwr1, Mc2r, Htr7, Ccl11, Chrm3, Ccr4, Avp, Gpbar1, Gpr143, C3, Htr1b, Ccr7, Gpha2, Kng2, Gpr18, Penk, Gabbr2, F2rl2, Lpar5, Ffar1, Gpr35, Oxt, Fshb, Lpar6, Glp1r, Htr2c, Ucn, Tas1r2, Ramp2, Lpar1, Adrb1, Ackr4, P2ry10, Gabbr1, Gnb4, Gng2, Kel, Tas2r108, Oxtr, Plppr4, Ptgfr, Grm5, P2ry13"
"R-MMU-72203"	"Processing of Capped Intron-Containing Pre-mRNA"	1.01777655127274e-06	7.25397105634386e-05	-1.89046175571211	-0.398933028327493	209	"Eif4a3, Wbp4, Tra2b, Cpsf1, Nudt21, Hnrnpul1, Hnrnpa2b1, Prcc, Hnrnpd, Ppwd1, Polr2f, Txnl4a, Snrpf, Lsm5, Fip1l1, Mettl3, Nup37, Dhx38, Clp1, Nup93, Dhx9, U2surp, Sart1, Cwc22, Gpkow, Fyttd1, Prpf40a, Polr2g, Wdr33, U2af1, Upf3b, Prpf8, Usp39, Eftud2, Prpf31, Wbp11, Rbm22, Nup160, Prpf19, Hnrnpr, Snrnp35, Sec13, Gtf2f1, Ndc1, Alyref, Prpf6, Hnrnpk, Srsf3, Nup85, Snrnp40, Seh1l, Sympk, Ncbp1, Snrpa1, Eif4e, Nup155, Phf5a, Snrpd3, Fus, Gtf2f2, Sf3b6, Ddx42, Sf3b3, Hnrnpf, Rae1, Hnrnph1, Thoc3, Slu7, Nup50, Srsf2, Srsf1, Snw1, Ranbp2, Ddx39a, Nxf7, Ppil4, Sf3a3, Polr2h, Pcf11, Nup88, Plrg1, Polr2d, Casc3, Ddx46, Nup107, Cstf1, Papola, Nupl2, Rbmx, Mettl14, Polr2c, Pqbp1, Ctnnbl1, Polr2b, Cwc25, Magoh, Nup43, Cdc40, Thoc1"
"R-MMU-114604"	"GPVI-mediated activation cascade"	1.47098580073367e-06	0.000100282858067409	2.31764055390085	0.671611673126408	33	"Lcp2, Rac2, Pik3r5, Fcer1g, Clec1b, Lyn, Syk, Lat, Ptpn6, Vav3, Vav1, Col1a1, Pdpn, Plcg2"
"R-MMU-2029480"	"Fcgamma receptor (FCGR) dependent phagocytosis"	2.41341959149346e-06	0.000157676746644239	2.07833076699025	0.517088639359844	74	"Fcgr4, Cd3g, Pld4, Wipf1, Hck, Fgr, Cd247, Fcgr1, Lyn, Btk, Syk, Nckap1l, Vav3, Plpp4, Elmo1, Vav1, Prkce"
"R-MMU-2424491"	"DAP12 signaling"	4.12430240153442e-06	0.000258676246624239	2.35200332165155	0.69816440199121	28	"Lcp2, Klrc1, Klrd1, Tyrobp, Grap2, Btk, Syk, Lat, Vav3, Plcg2, Klrk1"
"R-MMU-1280215"	"Cytokine Signaling in Immune system"	4.42758391711803e-06	0.000267017368540041	1.64556558410175	0.325167297815282	375	"Socs1, Il21r, Ifng, Il2rb, Il2rg, Il10ra, Tnfsf8, Casp1, Tnf, Tnfrsf14, Hck, Ebi3, Ifna16, Il12rb1, Ltb, Csf1, Grap2, Tnfrsf13b, Uba7, Tnfrsf8, Tnfsf14, Il15ra, Nod1, Psmb10, Tnfrsf1b, Tnfrsf11a, Il27ra, Mx2, Tnfsf18, Lyn, Il7r, Il1rn, Syk, Psmb9, Il27, Gsdmd, Vrk3, Flt3l, Il9, Psme2b, Psmb8, Inppl1, Ptpn6, Il4ra, Map3k8, Map3k14, Csf1r, Vav1, Inpp5d, Cd40, Isg15, Psme2, Eif4g3, Stxbp2, Il1b, Irf9, Ube2l6, Il12rb2, Il20ra, Sla, Sla2, Socs2, Sos2, Ptk2b, Il13ra1, Ptpn1, Eif2ak2, Tnfrsf11b, Irf3, Relb, Tnfrsf18, Map2k7, Irak2, Tnfrsf1a, Il1f10, Ctf1, Il21, Tnfrsf4, Camk2d, Psmb3, Tyk2, Psmb11, Il16, Eda, Mapk10, Il6ra, Edar, Ifna4, Sh2b1, Mapkapk3, Usp18, Pik3r3, Camk2a, Tifa, Eif4e3, Prkcd, Cd4, Il4, Nfkb2, Vamp2, Ddx58, Jun, H3c7, Ifna14"
"R-MMU-2871809"	"FCERI mediated Ca+2 mobilization"	4.91328109460555e-06	0.000285334250234871	2.34286441064159	0.695451624215183	28	"Lcp2, Txk, Grap2, Nfatc2, Fcer1g, Lyn, Btk, Syk, Lat, Vav3, Itk, Vav1, Plcg2"
