"ID"	"Description"	"pvalue"	"p.adjust"	"Sign"
"GO:1990869"	"cellular response to chemokine"	0.00429786376029212	0.0622518704029812	1
"GO:0032623"	"interleukin-2 production"	0.0045339502452969	0.0636813920816701	1
"GO:0045109"	"intermediate filament organization"	0.0045339502452969	0.0636813920816701	1
"GO:0001906"	"cell killing"	0.00527820072546701	0.0642165412512089	1
"GO:1901215"	"negative regulation of neuron death"	0.00527820072546701	0.0642165412512089	1
"GO:0001698"	"gastrin-induced gastric acid secretion"	0.00540333356806288	0.0642165412512089	1
"GO:0001807"	"regulation of type IV hypersensitivity"	0.00540333356806288	0.0642165412512089	1
"GO:0002270"	"plasmacytoid dendritic cell activation"	0.00540333356806288	0.0642165412512089	1
"GO:0043435"	"response to corticotropin-releasing hormone"	0.00540333356806288	0.0642165412512089	1
"GO:0061366"	"behavioral response to chemical pain"	0.00540333356806288	0.0642165412512089	1
"GO:0061368"	"behavioral response to formalin induced pain"	0.00540333356806288	0.0642165412512089	1
"GO:0071376"	"cellular response to corticotropin-releasing hormone stimulus"	0.00540333356806288	0.0642165412512089	1
"GO:0110091"	"negative regulation of hippocampal neuron apoptotic process"	0.00540333356806288	0.0642165412512089	1
"GO:1904438"	"regulation of iron ion import across plasma membrane"	0.00540333356806288	0.0642165412512089	1
"GO:2001027"	"negative regulation of endothelial cell chemotaxis"	0.00540333356806288	0.0642165412512089	1
"GO:0050848"	"regulation of calcium-mediated signaling"	0.00580207398610971	0.0680825643686544	1
"GO:0043525"	"positive regulation of neuron apoptotic process"	0.00607301531667311	0.0701996309424102	1
"GO:0043523"	"regulation of neuron apoptotic process"	0.00659851670392068	0.0701996309424102	1
"GO:0001806"	"type IV hypersensitivity"	0.00674971572671768	0.0701996309424102	1
"GO:0017085"	"response to insecticide"	0.00674971572671768	0.0701996309424102	1
"GO:0032304"	"negative regulation of icosanoid secretion"	0.00674971572671768	0.0701996309424102	1
"GO:0048550"	"negative regulation of pinocytosis"	0.00674971572671768	0.0701996309424102	1
"GO:0090188"	"negative regulation of pancreatic juice secretion"	0.00674971572671768	0.0701996309424102	1
"GO:2000275"	"regulation of oxidative phosphorylation uncoupler activity"	0.00674971572671768	0.0701996309424102	1
"GO:2001186"	"negative regulation of CD8-positive, alpha-beta T cell activation"	0.00674971572671768	0.0701996309424102	1
"GO:0050672"	"negative regulation of lymphocyte proliferation"	0.006919907870936	0.0701996309424102	1
"GO:0032945"	"negative regulation of mononuclear cell proliferation"	0.00706598416694119	0.0701996309424102	1
"GO:0045104"	"intermediate filament cytoskeleton organization"	0.00706598416694119	0.0701996309424102	1
"GO:0045103"	"intermediate filament-based process"	0.00721345801963608	0.0701996309424102	1
"GO:0070664"	"negative regulation of leukocyte proliferation"	0.00781725210943699	0.0701996309424102	1
"GO:0002703"	"regulation of leukocyte mediated immunity"	0.00802731535368532	0.0701996309424102	1
"GO:0045065"	"cytotoxic T cell differentiation"	0.00809432196388848	0.0701996309424102	1
"GO:0045345"	"positive regulation of MHC class I biosynthetic process"	0.00809432196388848	0.0701996309424102	1
"GO:0019932"	"second-messenger-mediated signaling"	0.00839232286603021	0.0701996309424102	1
"GO:0048525"	"negative regulation of viral process"	0.00844310043955681	0.0701996309424102	1
"GO:0030593"	"neutrophil chemotaxis"	0.00860297994017989	0.0701996309424102	1
"GO:0007162"	"negative regulation of cell adhesion"	0.00869128893714068	0.0701996309424102	1
"GO:0046718"	"viral entry into host cell"	0.0089268133308432	0.0701996309424102	1
"GO:0051402"	"neuron apoptotic process"	0.00907374414109389	0.0701996309424102	1
"GO:0007611"	"learning or memory"	0.00938674038895101	0.0701996309424102	1
"GO:0033555"	"multicellular organismal response to stress"	0.00942269285147174	0.0701996309424102	1
"GO:0002765"	"immune response-inhibiting signal transduction"	0.00943715456050775	0.0701996309424102	1
"GO:0002865"	"negative regulation of acute inflammatory response to antigenic stimulus"	0.00943715456050775	0.0701996309424102	1
"GO:0010533"	"regulation of activation of Janus kinase activity"	0.00943715456050775	0.0701996309424102	1
"GO:0032071"	"regulation of endodeoxyribonuclease activity"	0.00943715456050775	0.0701996309424102	1
"GO:0032074"	"negative regulation of nuclease activity"	0.00943715456050775	0.0701996309424102	1
"GO:0033634"	"positive regulation of cell-cell adhesion mediated by integrin"	0.00943715456050775	0.0701996309424102	1
"GO:0035766"	"cell chemotaxis to fibroblast growth factor"	0.00943715456050775	0.0701996309424102	1
"GO:0035768"	"endothelial cell chemotaxis to fibroblast growth factor"	0.00943715456050775	0.0701996309424102	1
"GO:0045341"	"MHC class I biosynthetic process"	0.00943715456050775	0.0701996309424102	1
"GO:0045343"	"regulation of MHC class I biosynthetic process"	0.00943715456050775	0.0701996309424102	1
"GO:0045590"	"negative regulation of regulatory T cell differentiation"	0.00943715456050775	0.0701996309424102	1
"GO:0070842"	"aggresome assembly"	0.00943715456050775	0.0701996309424102	1
"GO:0070948"	"regulation of neutrophil mediated cytotoxicity"	0.00943715456050775	0.0701996309424102	1
"GO:0090186"	"regulation of pancreatic juice secretion"	0.00943715456050775	0.0701996309424102	1
"GO:0098711"	"iron ion import across plasma membrane"	0.00943715456050775	0.0701996309424102	1
"GO:0110088"	"hippocampal neuron apoptotic process"	0.00943715456050775	0.0701996309424102	1
"GO:0110089"	"regulation of hippocampal neuron apoptotic process"	0.00943715456050775	0.0701996309424102	1
"GO:1901509"	"regulation of endothelial tube morphogenesis"	0.00943715456050775	0.0701996309424102	1
"GO:1904847"	"regulation of cell chemotaxis to fibroblast growth factor"	0.00943715456050775	0.0701996309424102	1
"GO:2000544"	"regulation of endothelial cell chemotaxis to fibroblast growth factor"	0.00943715456050775	0.0701996309424102	1
"GO:1902105"	"regulation of leukocyte differentiation"	0.00946596965242856	0.0701996309424102	1
"GO:0044409"	"entry into host"	0.00959067218134488	0.0705599453341802	1
"GO:1902106"	"negative regulation of leukocyte differentiation"	0.0099306376230631	0.0724858352486574	1
"GO:0002526"	"acute inflammatory response"	0.0101026162759854	0.0725978704483604	1
"GO:0071346"	"cellular response to interferon-gamma"	0.0101026162759854	0.0725978704483604	1
"GO:1903707"	"negative regulation of hemopoiesis"	0.0102759205896611	0.0732752183585832	1
"GO:0034759"	"regulation of iron ion transmembrane transport"	0.010778215794657	0.0745627316540823	1
"GO:0043376"	"regulation of CD8-positive, alpha-beta T cell differentiation"	0.010778215794657	0.0745627316540823	1
"GO:0099641"	"anterograde axonal protein transport"	0.010778215794657	0.0745627316540823	1
"GO:1905383"	"protein localization to presynapse"	0.010778215794657	0.0745627316540823	1
"GO:1903037"	"regulation of leukocyte cell-cell adhesion"	0.0111335837895197	0.0764506086880354	1
"GO:0022600"	"digestive system process"	0.0113433780051691	0.0773184662558216	1
"GO:0050863"	"regulation of T cell activation"	0.0115753979437412	0.0783240430207893	1
"GO:0009636"	"response to toxic substance"	0.0118947041106365	0.0791138610732744	1
"GO:0032368"	"regulation of lipid transport"	0.0120810620786446	0.0791138610732744	1
"GO:0032070"	"regulation of deoxyribonuclease activity"	0.0121175079415715	0.0791138610732744	1
"GO:0043615"	"astrocyte cell migration"	0.0121175079415715	0.0791138610732744	1
"GO:0007204"	"positive regulation of cytosolic calcium ion concentration"	0.012118843875302	0.0791138610732744	1
"GO:0050890"	"cognition"	0.012582818374667	0.0815683400931212	1
"GO:0001910"	"regulation of leukocyte mediated cytotoxicity"	0.0128393099192224	0.0820579989780623	1
"GO:0071621"	"granulocyte chemotaxis"	0.0130320577577659	0.0820579989780623	1
"GO:0052126"	"movement in host environment"	0.0134213512279138	0.0820579989780623	1
"GO:1990266"	"neutrophil migration"	0.0134213512279138	0.0820579989780623	1
"GO:0033299"	"secretion of lysosomal enzymes"	0.0134550332736413	0.0820579989780623	1
"GO:0071318"	"cellular response to ATP"	0.0134550332736413	0.0820579989780623	1
"GO:0090237"	"regulation of arachidonic acid secretion"	0.0134550332736413	0.0820579989780623	1
"GO:0099640"	"axo-dendritic protein transport"	0.0134550332736413	0.0820579989780623	1
"GO:2000192"	"negative regulation of fatty acid transport"	0.0134550332736413	0.0820579989780623	1
"GO:1901216"	"positive regulation of neuron death"	0.0136178896700623	0.0825083903539068	1
"GO:0007586"	"digestion"	0.01461935578924	0.0856941630875503	1
"GO:0050852"	"T cell receptor signaling pathway"	0.01461935578924	0.0856941630875503	1
"GO:0050900"	"leukocyte migration"	0.0146425456880127	0.0856941630875503	1
"GO:0014832"	"urinary bladder smooth muscle contraction"	0.0147907940604186	0.0856941630875503	1
"GO:0034145"	"positive regulation of toll-like receptor 4 signaling pathway"	0.0147907940604186	0.0856941630875503	1
"GO:0051006"	"positive regulation of lipoprotein lipase activity"	0.0147907940604186	0.0856941630875503	1
"GO:0055015"	"ventricular cardiac muscle cell development"	0.0147907940604186	0.0856941630875503	1
"GO:0007159"	"leukocyte cell-cell adhesion"	0.0149515216786026	0.0860873328948112	1
"GO:0033212"	"iron import into cell"	0.016124792568617	0.0889157571130991	1
"GO:0033632"	"regulation of cell-cell adhesion mediated by integrin"	0.016124792568617	0.0889157571130991	1
"GO:0036151"	"phosphatidylcholine acyl-chain remodeling"	0.016124792568617	0.0889157571130991	1
"GO:0045348"	"positive regulation of MHC class II biosynthetic process"	0.016124792568617	0.0889157571130991	1
"GO:0061365"	"positive regulation of triglyceride lipase activity"	0.016124792568617	0.0889157571130991	1
"GO:0050728"	"negative regulation of inflammatory response"	0.0162859226668235	0.0889157571130991	1
"GO:0051480"	"regulation of cytosolic calcium ion concentration"	0.0164424254426046	0.0889157571130991	1
"GO:0031341"	"regulation of cell killing"	0.0167147384043271	0.0889157571130991	1
"GO:0120161"	"regulation of cold-induced thermogenesis"	0.0167147384043271	0.0889157571130991	1
"GO:0002456"	"T cell mediated immunity"	0.0169309531454014	0.0889157571130991	1
"GO:1903900"	"regulation of viral life cycle"	0.0169309531454014	0.0889157571130991	1
"GO:1903706"	"regulation of hemopoiesis"	0.0169945205075693	0.0889157571130991	1
"GO:0032102"	"negative regulation of response to external stimulus"	0.0171061826261641	0.0889157571130991	1
"GO:0106106"	"cold-induced thermogenesis"	0.0171483678333399	0.0889157571130991	1
"GO:0002674"	"negative regulation of acute inflammatory response"	0.0174570310621187	0.0889157571130991	1
"GO:0033625"	"positive regulation of integrin activation"	0.0174570310621187	0.0889157571130991	1
"GO:0042532"	"negative regulation of tyrosine phosphorylation of STAT protein"	0.0174570310621187	0.0889157571130991	1
"GO:0048548"	"regulation of pinocytosis"	0.0174570310621187	0.0889157571130991	1
"GO:0097577"	"sequestering of iron ion"	0.0174570310621187	0.0889157571130991	1
"GO:1901678"	"iron coordination entity transport"	0.0174570310621187	0.0889157571130991	1
"GO:1904058"	"positive regulation of sensory perception of pain"	0.0174570310621187	0.0889157571130991	1
"GO:0051701"	"biological process involved in interaction with host"	0.0178077769367433	0.090206607761536	1
"GO:0030216"	"keratinocyte differentiation"	0.0182533193485902	0.0905230667088384	1
"GO:0007175"	"negative regulation of epidermal growth factor-activated receptor activity"	0.0187875118019739	0.0905230667088384	1
"GO:0014848"	"urinary tract smooth muscle contraction"	0.0187875118019739	0.0905230667088384	1
"GO:0030432"	"peristalsis"	0.0187875118019739	0.0905230667088384	1
"GO:0034756"	"regulation of iron ion transport"	0.0187875118019739	0.0905230667088384	1
"GO:0070207"	"protein homotrimerization"	0.0187875118019739	0.0905230667088384	1
"GO:0098840"	"protein transport along microtubule"	0.0187875118019739	0.0905230667088384	1
"GO:0099118"	"microtubule-based protein transport"	0.0187875118019739	0.0905230667088384	1
"GO:0140507"	"granzyme-mediated programmed cell death signaling pathway"	0.0187875118019739	0.0905230667088384	1
"GO:0008360"	"regulation of cell shape"	0.0191585277165772	0.0905230667088384	1
"GO:0097530"	"granulocyte migration"	0.0196181389992996	0.0905230667088384	1
"GO:0007613"	"memory"	0.0200823854101815	0.0905230667088384	1
"GO:0010820"	"positive regulation of T cell chemotaxis"	0.0201162370464085	0.0905230667088384	1
"GO:0010887"	"negative regulation of cholesterol storage"	0.0201162370464085	0.0905230667088384	1
"GO:0030157"	"pancreatic juice secretion"	0.0201162370464085	0.0905230667088384	1
"GO:0032373"	"positive regulation of sterol transport"	0.0201162370464085	0.0905230667088384	1
"GO:0032376"	"positive regulation of cholesterol transport"	0.0201162370464085	0.0905230667088384	1
"GO:0042976"	"activation of Janus kinase activity"	0.0201162370464085	0.0905230667088384	1
"GO:0043031"	"negative regulation of macrophage activation"	0.0201162370464085	0.0905230667088384	1
"GO:0051290"	"protein heterotetramerization"	0.0201162370464085	0.0905230667088384	1
"GO:0060330"	"regulation of response to interferon-gamma"	0.0201162370464085	0.0905230667088384	1
"GO:0060334"	"regulation of interferon-gamma-mediated signaling pathway"	0.0201162370464085	0.0905230667088384	1
"GO:0060347"	"heart trabecula formation"	0.0201162370464085	0.0905230667088384	1
"GO:0002697"	"regulation of immune effector process"	0.0210244395816226	0.0914356453007834	1
"GO:0002024"	"diet induced thermogenesis"	0.0214432090508253	0.0914356453007834	1
"GO:0002883"	"regulation of hypersensitivity"	0.0214432090508253	0.0914356453007834	1
"GO:0010819"	"regulation of T cell chemotaxis"	0.0214432090508253	0.0914356453007834	1
"GO:0019064"	"fusion of virus membrane with host plasma membrane"	0.0214432090508253	0.0914356453007834	1
"GO:0039663"	"membrane fusion involved in viral entry into host cell"	0.0214432090508253	0.0914356453007834	1
"GO:0042416"	"dopamine biosynthetic process"	0.0214432090508253	0.0914356453007834	1
"GO:0045346"	"regulation of MHC class II biosynthetic process"	0.0214432090508253	0.0914356453007834	1
"GO:0070885"	"negative regulation of calcineurin-NFAT signaling cascade"	0.0214432090508253	0.0914356453007834	1
"GO:0106057"	"negative regulation of calcineurin-mediated signaling"	0.0214432090508253	0.0914356453007834	1
"GO:0045580"	"regulation of T cell differentiation"	0.0215026652379404	0.0914356453007834	1
"GO:1905952"	"regulation of lipid localization"	0.0215026652379404	0.0914356453007834	1
"GO:0050792"	"regulation of viral process"	0.0224722006260555	0.0930549728157454	1
"GO:0003334"	"keratinocyte development"	0.0227684300678059	0.0930549728157454	1
"GO:0032402"	"melanosome transport"	0.0227684300678059	0.0930549728157454	1
"GO:0045059"	"positive thymic T cell selection"	0.0227684300678059	0.0930549728157454	1
"GO:0045342"	"MHC class II biosynthetic process"	0.0227684300678059	0.0930549728157454	1
"GO:0070206"	"protein trimerization"	0.0227684300678059	0.0930549728157454	1
"GO:0070942"	"neutrophil mediated cytotoxicity"	0.0227684300678059	0.0930549728157454	1
"GO:0010594"	"regulation of endothelial cell migration"	0.0232111088150879	0.0930549728157454	1
"GO:0001909"	"leukocyte mediated cytotoxicity"	0.0234596332709051	0.0930549728157454	1
"GO:0032103"	"positive regulation of response to external stimulus"	0.0238893207959939	0.0930549728157454	1
"GO:0002076"	"osteoblast development"	0.0240919023471186	0.0930549728157454	1
"GO:0002862"	"negative regulation of inflammatory response to antigenic stimulus"	0.0240919023471186	0.0930549728157454	1
"GO:0007614"	"short-term memory"	0.0240919023471186	0.0930549728157454	1
"GO:0010867"	"positive regulation of triglyceride biosynthetic process"	0.0240919023471186	0.0930549728157454	1
"GO:0032401"	"establishment of melanosome localization"	0.0240919023471186	0.0930549728157454	1
"GO:0033631"	"cell-cell adhesion mediated by integrin"	0.0240919023471186	0.0930549728157454	1
"GO:0042492"	"gamma-delta T cell differentiation"	0.0240919023471186	0.0930549728157454	1
"GO:0051004"	"regulation of lipoprotein lipase activity"	0.0240919023471186	0.0930549728157454	1
"GO:0051904"	"pigment granule transport"	0.0240919023471186	0.0930549728157454	1
"GO:0055012"	"ventricular cardiac muscle cell differentiation"	0.0240919023471186	0.0930549728157454	1
"GO:0140131"	"positive regulation of lymphocyte chemotaxis"	0.0240919023471186	0.0930549728157454	1
"GO:2001185"	"regulation of CD8-positive, alpha-beta T cell activation"	0.0240919023471186	0.0930549728157454	1
"GO:0002524"	"hypersensitivity"	0.0254136281357165	0.0953782723959885	1
"GO:0010623"	"programmed cell death involved in cell development"	0.0254136281357165	0.0953782723959885	1
"GO:0032570"	"response to progesterone"	0.0254136281357165	0.0953782723959885	1
"GO:0033623"	"regulation of integrin activation"	0.0254136281357165	0.0953782723959885	1
"GO:0043374"	"CD8-positive, alpha-beta T cell differentiation"	0.0254136281357165	0.0953782723959885	1
"GO:0051238"	"sequestering of metal ion"	0.0254136281357165	0.0953782723959885	1
"GO:0051905"	"establishment of pigment granule localization"	0.0254136281357165	0.0953782723959885	1
"GO:0001696"	"gastric acid secretion"	0.0267336096777444	0.0985483846068523	1
"GO:0003159"	"morphogenesis of an endothelium"	0.0267336096777444	0.0985483846068523	1
"GO:0033033"	"negative regulation of myeloid cell apoptotic process"	0.0267336096777444	0.0985483846068523	1
"GO:0061154"	"endothelial tube morphogenesis"	0.0267336096777444	0.0985483846068523	1
"GO:0001659"	"temperature homeostasis"	0.0267898521261346	0.0985483846068523	1
"GO:1902107"	"positive regulation of leukocyte differentiation"	0.0270535555002847	0.0987348265699366	1
"GO:1903708"	"positive regulation of hemopoiesis"	0.0270535555002847	0.0987348265699366	1
"GO:0043524"	"negative regulation of neuron apoptotic process"	0.0273183188821258	0.0993101239361985	1
"GO:0002460"	"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	0.0278285880320086	0.100015631622618	1
"GO:0006309"	"apoptotic DNA fragmentation"	0.0280518492145424	0.100015631622618	1
"GO:0032400"	"melanosome localization"	0.0280518492145424	0.100015631622618	1
"GO:0046629"	"gamma-delta T cell activation"	0.0280518492145424	0.100015631622618	1
"GO:0060333"	"interferon-gamma-mediated signaling pathway"	0.0280518492145424	0.100015631622618	1
"GO:0001975"	"response to amphetamine"	0.0293683489846481	0.100152267973453	1
"GO:0002283"	"neutrophil activation involved in immune response"	0.0293683489846481	0.100152267973453	1
"GO:0010885"	"regulation of cholesterol storage"	0.0293683489846481	0.100152267973453	1
"GO:0034143"	"regulation of toll-like receptor 4 signaling pathway"	0.0293683489846481	0.100152267973453	1
"GO:0034755"	"iron ion transmembrane transport"	0.0293683489846481	0.100152267973453	1
"GO:0043576"	"regulation of respiratory gaseous exchange"	0.0293683489846481	0.100152267973453	1
"GO:0045591"	"positive regulation of regulatory T cell differentiation"	0.0293683489846481	0.100152267973453	1
"GO:0050849"	"negative regulation of calcium-mediated signaling"	0.0293683489846481	0.100152267973453	1
"GO:0051875"	"pigment granule localization"	0.0293683489846481	0.100152267973453	1
"GO:0034765"	"regulation of ion transmembrane transport"	0.0296172068918885	0.100152267973453	1
"GO:0006874"	"cellular calcium ion homeostasis"	0.0299211528448288	0.100152267973453	1
"GO:0045619"	"regulation of lymphocyte differentiation"	0.0302997679219078	0.100152267973453	1
"GO:0051048"	"negative regulation of secretion"	0.0305770041477089	0.100152267973453	1
"GO:0002864"	"regulation of acute inflammatory response to antigenic stimulus"	0.0306831112237979	0.100152267973453	1
"GO:0006907"	"pinocytosis"	0.0306831112237979	0.100152267973453	1
"GO:0010818"	"T cell chemotaxis"	0.0306831112237979	0.100152267973453	1
"GO:0019835"	"cytolysis"	0.0306831112237979	0.100152267973453	1
"GO:0033630"	"positive regulation of cell adhesion mediated by integrin"	0.0306831112237979	0.100152267973453	1
"GO:0042053"	"regulation of dopamine metabolic process"	0.0306831112237979	0.100152267973453	1
"GO:0046426"	"negative regulation of receptor signaling pathway via JAK-STAT"	0.0306831112237979	0.100152267973453	1
"GO:0060088"	"auditory receptor cell stereocilium organization"	0.0306831112237979	0.100152267973453	1
"GO:1901623"	"regulation of lymphocyte chemotaxis"	0.0306831112237979	0.100152267973453	1
"GO:1903428"	"positive regulation of reactive oxygen species biosynthetic process"	0.0306831112237979	0.100152267973453	1
"GO:2001026"	"regulation of endothelial cell chemotaxis"	0.0306831112237979	0.100152267973453	1
"GO:0034612"	"response to tumor necrosis factor"	0.0311345304553349	0.101269156954721	1
"GO:0002710"	"negative regulation of T cell mediated immunity"	0.0319961381649342	0.102277310616876	1
"GO:0010866"	"regulation of triglyceride biosynthetic process"	0.0319961381649342	0.102277310616876	1
"GO:0010878"	"cholesterol storage"	0.0319961381649342	0.102277310616876	1
"GO:0014075"	"response to amine"	0.0319961381649342	0.102277310616876	1
"GO:0060457"	"negative regulation of digestive system process"	0.0319961381649342	0.102277310616876	1
"GO:0007635"	"chemosensory behavior"	0.0333074320382087	0.104664371184473	1
"GO:0032303"	"regulation of icosanoid secretion"	0.0333074320382087	0.104664371184473	1
"GO:0032753"	"positive regulation of interleukin-4 production"	0.0333074320382087	0.104664371184473	1
"GO:0042069"	"regulation of catecholamine metabolic process"	0.0333074320382087	0.104664371184473	1
"GO:0045684"	"positive regulation of epidermis development"	0.0333074320382087	0.104664371184473	1
"GO:0045017"	"glycerolipid biosynthetic process"	0.0336931743961525	0.105518826571734	1
"GO:0001666"	"response to hypoxia"	0.0345638977535332	0.106966514769334	1
"GO:0010888"	"negative regulation of lipid storage"	0.034616995070982	0.106966514769334	1
"GO:0051354"	"negative regulation of oxidoreductase activity"	0.034616995070982	0.106966514769334	1
"GO:1904893"	"negative regulation of receptor signaling pathway via STAT"	0.034616995070982	0.106966514769334	1
"GO:0002093"	"auditory receptor cell morphogenesis"	0.0359248294878305	0.107426828823287	1
"GO:0007274"	"neuromuscular synaptic transmission"	0.0359248294878305	0.107426828823287	1
"GO:0009713"	"catechol-containing compound biosynthetic process"	0.0359248294878305	0.107426828823287	1
"GO:0014821"	"phasic smooth muscle contraction"	0.0359248294878305	0.107426828823287	1
"GO:0032069"	"regulation of nuclease activity"	0.0359248294878305	0.107426828823287	1
"GO:0042423"	"catecholamine biosynthetic process"	0.0359248294878305	0.107426828823287	1
"GO:0045723"	"positive regulation of fatty acid biosynthetic process"	0.0359248294878305	0.107426828823287	1
"GO:0048266"	"behavioral response to pain"	0.0359248294878305	0.107426828823287	1
"GO:0051291"	"protein heterooligomerization"	0.0359248294878305	0.107426828823287	1
"GO:0070841"	"inclusion body assembly"	0.0359248294878305	0.107426828823287	1
"GO:0001649"	"osteoblast differentiation"	0.0363316145868789	0.108293912289507	1
"GO:0007176"	"regulation of epidermal growth factor-activated receptor activity"	0.037230937510548	0.109218604659107	1
"GO:0033622"	"integrin activation"	0.037230937510548	0.109218604659107	1
